,0
0,0.6931758970022202
1,0.6933379769325256
2,0.6928588449954987
3,0.692717581987381
4,0.6920208185911179
5,0.6932603269815445
6,0.6933471411466599
7,0.6921939253807068
8,0.6926703751087189
9,0.6928994655609131
10,0.6911890655755997
11,0.6898324936628342
12,0.692333459854126
13,0.6916022151708603
14,0.6890430450439453
15,0.6919605433940887
16,0.6915572583675385
17,0.6960500180721283
18,0.6882925927639008
19,0.6890710890293121
20,0.6940000355243683
21,0.6902803033590317
22,0.6877552717924118
23,0.6950000673532486
24,0.6959205269813538
25,0.6867433041334152
26,0.6894953399896622
27,0.6915469467639923
28,0.6876494884490967
29,0.6913460046052933
30,0.6932538151741028
31,0.6865718364715576
32,0.6933590769767761
33,0.6836274266242981
34,0.6802968382835388
35,0.6907290667295456
36,0.6827128082513809
37,0.6630600392818451
38,0.6490378230810165
39,0.5839192420244217
40,0.5741279125213623
41,0.49656084924936295
42,0.5169257298111916
43,0.4906665086746216
44,0.4714212566614151
45,0.4816805347800255
46,0.5011677592992783
47,0.46039556711912155
48,0.4465304985642433
49,0.4429793953895569
50,0.45710650086402893
51,0.47434017807245255
52,0.4706180468201637
53,0.45501797646284103
54,0.4667341113090515
55,0.45811133831739426
56,0.46444661915302277
57,0.44914891570806503
58,0.46651073545217514
59,0.46884849667549133
60,0.44168535619974136
61,0.4488227739930153
62,0.44880447536706924
63,0.43489354103803635
64,0.45499664545059204
65,0.464999295771122
66,0.44922586530447006
67,0.44488575309515
68,0.4527427777647972
69,0.45159097760915756
70,0.44360407441854477
71,0.4521487057209015
72,0.4585065096616745
73,0.47304029017686844
74,0.45331623405218124
75,0.4381730929017067
76,0.4456211030483246
77,0.4417547285556793
78,0.43310459703207016
79,0.4492695927619934
80,0.43021582067012787
81,0.4510655403137207
82,0.4469931647181511
83,0.43921609222888947
84,0.4633408710360527
85,0.4185100719332695
86,0.4178523123264313
87,0.4281124770641327
88,0.4261114075779915
89,0.45582978427410126
90,0.4440530017018318
91,0.4387258216738701
92,0.42605581879615784
93,0.4310222566127777
94,0.4347851648926735
95,0.42174065858125687
96,0.41670867055654526
97,0.46403779089450836
98,0.44795815646648407
99,0.47809968143701553
100,0.4361688494682312
101,0.4346887022256851
102,0.440879724919796
103,0.423427477478981
104,0.4277835041284561
105,0.4432118758559227
106,0.427383616566658
107,0.41864659637212753
108,0.41582684963941574
109,0.44394049793481827
110,0.43210723251104355
111,0.44960715621709824
112,0.40981926023960114
113,0.4507730305194855
114,0.42108137905597687
115,0.41712427884340286
116,0.42196303606033325
117,0.437858484685421
118,0.4294881001114845
119,0.4256326034665108
120,0.41840793192386627
121,0.43280888348817825
122,0.43017401546239853
123,0.42900653183460236
124,0.4216350317001343
125,0.4219725802540779
126,0.4271622896194458
127,0.450902558863163
128,0.4220317527651787
129,0.4243433475494385
130,0.41947558522224426
131,0.4288366511464119
132,0.45630696415901184
133,0.43671363592147827
134,0.4473861828446388
135,0.4353434294462204
136,0.40983592718839645
137,0.4219024255871773
138,0.42561695724725723
139,0.4316050112247467
140,0.4440721347928047
141,0.43003349751234055
142,0.4231329783797264
143,0.43778230249881744
144,0.43238262832164764
145,0.4451264664530754
146,0.4315726086497307
147,0.4357852414250374
148,0.41851236671209335
149,0.4398919716477394
150,0.42416083067655563
151,0.42776530236005783
152,0.4118526056408882
153,0.44206760823726654
154,0.4210081323981285
155,0.4360383525490761
156,0.4103561267256737
157,0.4413660541176796
158,0.45940694957971573
159,0.42775748670101166
160,0.43061646074056625
161,0.39686185121536255
162,0.4200351983308792
163,0.40632128715515137
164,0.4294603168964386
165,0.42319947481155396
166,0.45334991067647934
167,0.42180339992046356
168,0.4186755269765854
169,0.4306730106472969
170,0.4299420639872551
171,0.4212714359164238
172,0.42494309693574905
173,0.42616908997297287
174,0.43700630962848663
175,0.43753235787153244
176,0.43123047798871994
177,0.42003101110458374
178,0.425961010158062
179,0.43536631017923355
180,0.4311468079686165
181,0.42283834517002106
182,0.41454798728227615
183,0.45322127640247345
184,0.42003028839826584
185,0.4048036262392998
186,0.4086318165063858
187,0.40869883447885513
188,0.43741706013679504
189,0.4162089228630066
190,0.4412660226225853
191,0.42236553132534027
192,0.42500296980142593
193,0.4141288995742798
194,0.4188869073987007
195,0.4363790974020958
196,0.41581635922193527
197,0.40626710653305054
198,0.4301394745707512
199,0.41700834035873413
200,0.4098314717411995
201,0.3987623602151871
202,0.4357970729470253
203,0.4401494041085243
204,0.41366804391145706
205,0.4369300380349159
206,0.43583326786756516
207,0.43693360686302185
208,0.42963843792676926
209,0.4390299767255783
210,0.4367060661315918
211,0.458150751888752
212,0.4591459631919861
213,0.42426595836877823
214,0.4359300062060356
215,0.4189968705177307
216,0.4387791007757187
217,0.43307191878557205
218,0.44824348390102386
219,0.4228082746267319
220,0.4430567994713783
221,0.4163140282034874
222,0.4413014426827431
223,0.4228551611304283
224,0.42821355909109116
225,0.4464525282382965
226,0.43881046772003174
227,0.4275480806827545
228,0.4322953000664711
229,0.4259416237473488
230,0.43855012208223343
231,0.41917936503887177
232,0.3981897905468941
233,0.42288390547037125
234,0.42614641040563583
235,0.4167710468173027
236,0.4138827323913574
237,0.438840314745903
238,0.404656283557415
239,0.43402496725320816
240,0.42081647366285324
241,0.43664243817329407
242,0.4076829105615616
243,0.4430154338479042
244,0.44451258331537247
245,0.4254947826266289
246,0.43455250561237335
247,0.4087669402360916
248,0.4394236281514168
249,0.4253360778093338
