,0
0,0.5009199501811594
1,0.5154410099637681
2,0.5203945878623188
3,0.5160920516304348
4,0.5188943614130435
5,0.5235224184782609
6,0.5239045516304348
7,0.5239328577898551
8,0.5225741621376812
9,0.5237064085144928
10,0.5240036231884058
11,0.5229138360507246
12,0.5231827445652174
13,0.5248669610507246
14,0.5235790307971014
15,0.5246688179347826
16,0.5254613903985508
17,0.5261831974637681
18,0.5262398097826086
19,0.5269333106884058
20,0.5266219429347826
21,0.5276268115942029
22,0.5282920063405797
23,0.528518455615942
24,0.529679008152174
25,0.5299054574275363
26,0.5305564990942029
27,0.5320001132246377
28,0.5331465126811594
29,0.5373924365942029
30,0.5427564538043478
31,0.5441576086956522
32,0.547271286231884
33,0.5473562047101449
34,0.5533571105072463
35,0.557235054347826
36,0.5677507925724637
37,0.5846778759057971
38,0.6262737771739131
39,0.7010728034420289
40,0.7438434103260869
41,0.7951483242753623
42,0.8046450407608695
43,0.8162364130434783
44,0.817580955615942
45,0.8268087635869565
46,0.8263558650362319
47,0.8306159420289855
48,0.839065330615942
49,0.8403108016304348
50,0.8436509284420289
51,0.8400843523550725
52,0.8398295969202898
53,0.8395606884057971
54,0.8466372282608695
55,0.8463824728260869
56,0.8482223731884058
57,0.8483780570652174
58,0.8489300271739131
59,0.8589504076086957
60,0.8590636322463768
61,0.8609884510869565
62,0.8617951766304348
63,0.8618093297101449
64,0.8604506340579711
65,0.8635501585144928
66,0.8634086277173914
67,0.8653334465579711
68,0.864639945652174
69,0.8633944746376812
70,0.8678102355072463
71,0.8693246150362319
72,0.869140625
73,0.8647531702898551
74,0.8667062952898551
75,0.8682631340579711
76,0.8692396965579711
77,0.8693246150362319
78,0.8701171875
79,0.8710371376811594
80,0.872268455615942
81,0.8718297101449275
82,0.8728911911231884
83,0.8714334239130435
84,0.8742074275362319
85,0.8719429347826086
86,0.8756227355072463
87,0.8728911911231884
88,0.8738819067028986
89,0.873825294384058
90,0.8747452445652174
91,0.8751415307971014
92,0.8746603260869565
93,0.8750849184782609
94,0.8741649682971014
95,0.8747027853260869
96,0.8763303894927537
97,0.8756793478260869
98,0.8719712409420289
99,0.8773211050724637
100,0.8784675045289855
101,0.8767266757246377
102,0.8764011548913043
103,0.8786231884057971
104,0.8795855978260869
105,0.8758774909420289
106,0.8779013813405797
107,0.879684669384058
108,0.8786798007246377
109,0.879684669384058
110,0.8813688858695652
111,0.8798686594202898
112,0.8757076539855072
113,0.8788354846014492
114,0.8792034646739131
115,0.8791893115942029
116,0.8793733016304348
117,0.879104393115942
118,0.8790194746376812
119,0.8784533514492754
120,0.8803640172101449
121,0.8811848958333334
122,0.8814962635869565
123,0.8801234148550725
124,0.8808876811594203
125,0.8796139039855072
126,0.8814254981884058
127,0.8807886096014492
128,0.8809301403985508
129,0.8794299139492754
130,0.8810716711956522
131,0.8824445199275363
132,0.8826568161231884
133,0.8803357110507246
134,0.881255661231884
135,0.8811424365942029
136,0.8818359375
137,0.8815528759057971
138,0.8811424365942029
139,0.8829398777173914
140,0.8825294384057971
141,0.8800243432971014
142,0.8825860507246377
143,0.8821048460144928
144,0.8829115715579711
145,0.8828691123188406
146,0.8812273550724637
147,0.8759624094202898
148,0.8822605298913043
149,0.8837041440217391
150,0.8832653985507246
151,0.8844825634057971
152,0.8842985733695652
153,0.8813688858695652
154,0.8833503170289855
155,0.8844401041666666
156,0.8846099411231884
157,0.8839305932971014
158,0.8820623867753623
159,0.8829681838768116
160,0.8844542572463768
161,0.8833786231884058
162,0.8840721240942029
163,0.8846099411231884
164,0.8819916213768116
165,0.8845957880434783
166,0.8834635416666666
167,0.8819350090579711
168,0.884383491847826
169,0.8840579710144928
170,0.882232223731884
171,0.883406929347826
172,0.8846524003623188
173,0.8844117980072463
174,0.8842985733695652
175,0.8851760643115942
176,0.8848080842391305
177,0.8853034420289855
178,0.8845816349637681
179,0.8844684103260869
180,0.8857846467391305
181,0.886124320652174
182,0.8850769927536232
183,0.8858695652173914
184,0.8854166666666666
185,0.8847231657608695
186,0.8854308197463768
187,0.8847090126811594
188,0.8853742074275363
189,0.8856006567028986
190,0.8856997282608695
191,0.8854166666666666
192,0.8857138813405797
193,0.886124320652174
194,0.8853175951086957
195,0.8854591259057971
196,0.8853742074275363
197,0.8860677083333334
198,0.8857704936594203
199,0.8860252490942029
200,0.8855015851449275
201,0.8864781476449275
202,0.8866904438405797
203,0.8848788496376812
204,0.8862516983695652
205,0.8862092391304348
206,0.8866338315217391
207,0.8869027400362319
208,0.8873556385869565
209,0.8869310461956522
210,0.8859120244565217
211,0.88671875
212,0.8872424139492754
213,0.8870867300724637
214,0.8865064538043478
215,0.8868744338768116
216,0.8867045969202898
217,0.8869876585144928
218,0.8871716485507246
219,0.8853883605072463
220,0.8864781476449275
221,0.8871574954710145
222,0.8858271059782609
223,0.88671875
224,0.8869735054347826
225,0.8868178215579711
226,0.887299026268116
227,0.887299026268116
228,0.8875113224637681
229,0.886124320652174
230,0.8852043704710145
231,0.8873839447463768
232,0.8872707201086957
233,0.887313179347826
234,0.8872424139492754
235,0.8876528532608695
236,0.8869876585144928
237,0.8869593523550725
238,0.8871999547101449
239,0.8866762907608695
240,0.8864073822463768
241,0.8875820878623188
242,0.8878368432971014
243,0.8870442708333334
244,0.8864215353260869
245,0.8875396286231884
246,0.8874122509057971
247,0.8864639945652174
248,0.8876811594202898
249,0.8874122509057971
